"SID","TestID","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22"
"207452",555555,"1","0","0","0","0","0","1","1","1","1","0","1","0","0","1","0","1","1","0","0","1","1"
"704736",555555,"0","0","1","0","0","0","0","0","1","1","1","1","0","1","0","0","1","1","1","0","1","1"
"461660",555555,"1","0","1","0","1","1","1","0","1","1","1","0","1","1","0","0","1","0","1","0","0","1"
"285883",555555,"0","1","1","0","1","0","0","0","0","1","0","0","1","0","0","1","0","1","1","1","0","1"
"625108",555555,"1","1","0","0","0","0","1","1","0","1","0","0","1","0","0","1","0","0","1","0","0","0"
"982004",555555,"0","0","1","0","1","0","1","1","0","1","0","1","1","0","1","1","0","0","1","0","1","0"
"529017",555555,"1","0","1","1","1","1","1","0","0","1","0","0","1","1","1","0","1","0","1","0","1","1"
"828200",555555,"1","1","1","0","1","1","0","1","0","1","0","1","0","0","0","0","0","1","0","0","1","1"
"533195",555555,"0","0","1","0","0","1","0","1","0","0","1","1","1","0","1","0","1","1","1","1","1","0"
"633660",555555,"0","0","0","1","0","1","0","1","1","0","0","0","1","1","0","0","0","1","1","0","0","1"
"497145",555555,"1","1","0","0","0","0","1","1","1","1","1","0","1","1","0","1","1","1","0","0","0","1"
"683542",555555,"1","1","1","0","1","0","0","1","0","1","1","0","1","1","0","1","0","1","0","1","0","1"
"321216",555555,"1","0","1","0","0","1","1","0","1","1","1","1","0","1","1","1","0","0","0","1","1","1"
"208917",555555,"1","1","0","0","1","0","1","1","0","1","1","0","1","1","0","0","0","1","1","1","1","0"
"775924",555555,"1","0","1","0","0","0","1","0","0","1","1","0","1","1","1","0","0","1","0","1","0","0"
"788004",555555,"1","1","1","0","0","0","0","1","0","0","1","1","1","1","0","1","0","1","0","0","0","1"
"945866",555555,"0","1","0","0","0","0","0","1","0","1","0","1","1","0","1","1","0","1","1","1","0","0"
"728716",555555,"1","0","0","0","1","0","0","0","1","0","1","0","0","0","1","0","1","0","0","1","0","0"
"569872",555555,"0","0","0","1","1","0","1","0","0","1","0","1","1","0","0","1","0","0","1","1","1","1"
"226337",555555,"0","1","0","1","1","1","0","1","1","0","1","0","0","1","1","0","0","1","0","1","1","1"
"191299",555555,"0","1","1","0","1","1","0","0","0","0","1","0","1","1","0","0","1","0","0","0","1","0"
"101914",555555,"0","0","1","0","0","1","0","1","0","0","1","0","1","1","0","0","1","1","0","1","1","1"
"922373",555555,"0","1","0","0","1","1","0","0","1","1","0","0","1","0","1","0","0","0","0","0","1","1"
"144226",555555,"0","1","1","0","0","0","1","1","1","0","0","1","0","0","1","1","1","0","1","1","0","0"
"107297",555555,"1","0","1","1","1","1","0","1","0","0","0","0","0","0","1","0","1","1","0","1","1","1"
"591891",555555,"0","1","1","1","0","1","1","0","1","0","0","1","0","0","0","1","1","1","0","0","1","1"
"147142",555555,"1","1","1","0","0","0","0","1","1","1","1","1","0","1","1","1","0","1","1","0","0","1"
"933823",555555,"1","1","0","0","0","0","1","1","1","1","1","1","1","1","1","0","0","1","1","1","0","1"
"208738",555555,"1","0","1","0","0","0","1","0","0","1","1","0","1","1","0","1","0","0","0","0","1","0"
"418058",555555,"1","0","0","1","0","0","1","0","1","0","0","0","0","0","1","1","1","0","0","1","0","1"
"927578",555555,"0","0","0","1","1","0","1","1","0","1","1","1","1","0","1","1","1","0","1","1","0","0"
"711135",555555,"1","1","1","0","0","1","1","0","0","1","0","1","0","1","1","0","1","1","0","1","0","1"
"566248",555555,"0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","1","1","1","0"
"670385",555555,"1","1","0","1","1","1","0","0","0","1","1","1","1","0","0","1","0","0","0","0","0","0"
"483368",555555,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","1","0","0","1","0","0"
"505110",555555,"0","0","1","1","1","1","0","0","0","1","0","1","0","1","0","0","1","1","1","0","1","0"
"880333",555555,"0","0","1","0","0","1","1","1","1","1","0","0","1","1","0","0","1","0","1","0","1","0"
"115152",555555,"0","0","0","1","0","1","0","1","1","0","0","1","1","0","1","1","0","0","0","0","1","1"
"395819",555555,"1","0","0","1","0","0","0","1","0","1","1","1","0","0","0","1","0","1","0","0","1","0"
"244591",555555,"1","1","0","0","1","0","0","1","0","1","1","0","0","0","0","1","1","0","0","1","1","1"
"210041",555555,"0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"861745",555555,"1","0","0","0","1","0","1","1","0","0","1","1","0","0","0","1","1","1","1","0","1","0"
"229191",555555,"0","1","0","1","1","1","0","0","1","0","0","1","0","0","0","1","1","1","1","0","1","0"
"171132",555555,"0","0","1","1","1","1","0","1","1","0","0","0","1","1","0","1","1","0","1","1","0","0"
"126014",555555,"0","1","0","0","1","0","1","1","1","1","0","1","1","0","1","1","1","1","1","1","1","1"
"118339",555555,"1","0","0","0","1","0","1","1","1","0","0","0","1","1","1","1","0","1","0","1","0","1"
"226581",555555,"0","0","0","0","0","0","1","1","0","0","1","0","0","0","1","1","0","0","1","0","0","0"
"350695",555555,"0","0","0","1","0","0","0","1","0","0","1","1","1","0","1","0","0","0","1","0","1","0"
"287049",555555,"0","1","0","1","1","1","0","0","0","0","1","1","1","1","0","1","0","1","1","1","0","1"
"683531",555555,"1","1","0","0","1","0","0","0","1","1","0","0","1","0","1","1","0","1","0","0","1","1"
"333174",555555,"0","1","0","0","0","1","0","0","0","1","1","1","1","1","0","1","1","1","1","0","1","1"
"939885",555555,"1","0","0","0","1","0","0","0","0","1","0","1","0","0","1","1","1","1","0","0","0","1"
"169128",555555,"0","1","1","1","1","1","0","1","0","1","0","0","0","1","1","1","0","1","0","0","1","0"
"293959",555555,"0","1","0","0","0","0","0","0","0","1","1","0","1","1","0","1","0","0","1","0","0","0"
"833307",555555,"0","0","0","0","0","0","0","1","1","1","0","0","1","1","1","1","0","1","1","0","0","0"
"702342",555555,"1","0","0","1","0","1","1","1","0","1","1","1","1","0","0","1","0","0","0","1","1","1"
"436742",555555,"1","0","0","1","0","0","0","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1"
"990368",555555,"1","0","1","1","1","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0"
"522260",555555,"1","1","1","0","0","1","0","1","1","0","0","0","1","1","1","1","0","0","0","0","0","0"
"712956",555555,"1","0","1","0","1","0","0","0","0","1","1","0","0","0","1","0","1","1","0","1","0","1"
"806991",555555,"1","1","0","1","1","0","0","1","0","0","1","0","0","1","1","0","1","1","0","1","0","0"
"492409",555555,"0","1","1","0","1","0","1","0","1","1","0","1","0","1","1","0","1","1","0","0","0","0"
"185086",555555,"1","0","1","0","0","1","1","1","1","0","0","0","0","0","0","1","1","0","1","0","0","1"
"166717",555555,"1","0","0","0","1","1","0","1","0","1","0","0","1","0","1","1","0","0","1","1","1","1"
"220649",555555,"0","0","0","1","1","0","1","1","0","0","1","0","0","0","0","0","0","0","1","0","0","1"
"454413",555555,"1","0","0","0","1","0","0","0","1","1","0","0","1","1","0","0","1","1","0","1","0","0"
"647540",555555,"0","1","0","1","0","1","0","1","0","1","0","1","1","0","1","0","0","0","1","0","0","0"
"352956",555555,"0","1","0","0","0","1","1","1","1","1","0","0","0","0","1","0","1","0","0","0","1","0"
"837220",555555,"0","0","0","1","1","0","0","0","0","0","1","0","0","0","1","0","1","1","1","1","0","1"
"509476",555555,"1","1","0","0","1","1","0","1","1","1","1","1","0","0","0","1","0","1","1","0","1","0"
"997103",555555,"0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","1","1","1","1","1","0","1"
"985456",555555,"0","0","1","1","1","1","1","1","1","0","1","0","1","0","1","1","0","1","0","1","1","1"
"824165",555555,"0","1","1","1","1","1","0","1","1","0","1","0","1","0","0","0","1","1","0","1","0","1"
"642533",555555,"1","0","1","0","1","0","0","1","1","0","0","0","0","1","0","0","1","1","1","1","1","1"
"226005",555555,"0","0","0","1","1","1","1","0","0","0","1","1","1","1","0","1","0","0","0","0","1","1"
"796232",555555,"1","1","1","0","0","0","0","0","1","1","0","0","1","0","1","0","0","0","0","0","1","0"
"801649",555555,"1","1","0","1","1","1","0","0","0","1","1","0","0","1","1","0","0","0","1","1","0","1"
"269476",555555,"0","0","1","1","0","1","0","0","1","1","0","0","1","0","0","0","1","1","0","1","0","0"
"920431",555555,"0","1","0","1","0","0","0","1","0","1","1","0","1","0","1","0","1","0","0","1","1","0"
"381334",555555,"0","0","0","0","1","0","0","1","0","0","1","0","0","0","1","0","1","1","1","1","1","1"
"777011",555555,"1","0","0","0","0","0","1","0","1","0","1","1","1","0","1","1","1","0","1","0","1","1"
"875577",555555,"0","0","0","0","1","0","1","0","1","1","0","0","0","0","1","1","1","1","1","1","1","1"
"970796",555555,"0","1","0","0","0","1","1","1","0","0","1","1","1","1","0","1","1","0","0","0","1","0"
"535009",555555,"1","1","1","0","1","0","0","1","1","1","0","1","1","1","1","0","1","0","0","0","0","0"
"579043",555555,"1","1","0","1","1","0","0","0","1","0","1","1","1","0","1","0","1","1","0","0","1","1"
"493737",555555,"0","1","0","1","0","0","1","0","0","1","1","0","1","0","0","1","0","0","1","0","1","0"
"996713",555555,"0","1","1","1","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1"
"634655",555555,"0","0","1","1","1","1","0","0","0","0","0","0","1","1","0","0","1","1","1","1","1","1"
"219294",555555,"1","0","0","1","0","0","0","1","0","1","0","0","0","1","0","1","0","1","1","1","1","0"
"449885",555555,"1","1","1","0","0","1","1","0","0","1","0","0","1","0","0","0","0","0","1","0","1","0"
"253815",555555,"1","1","1","0","1","1","0","1","1","0","1","1","0","0","0","1","0","0","1","0","1","0"
"645924",555555,"0","1","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","1","0","1"
"805720",555555,"0","1","1","0","0","1","0","1","0","0","0","1","1","0","0","0","1","1","1","0","0","0"
"899400",555555,"0","1","0","0","1","1","1","0","0","1","0","1","1","0","1","0","1","0","1","1","1","0"
"158303",555555,"0","1","1","1","0","0","0","0","1","1","0","1","0","1","0","0","1","1","1","0","1","0"
"855534",555555,"0","1","0","0","1","1","0","1","1","1","1","1","0","1","1","1","0","1","0","1","1","1"
"295026",555555,"1","0","0","1","1","1","0","0","1","1","1","1","0","0","1","0","1","1","1","1","0","1"
"740931",555555,"1","0","1","0","0","1","0","1","0","0","1","0","0","0","1","0","1","0","1","1","0","0"
"326528",555555,"0","0","0","1","1","0","0","1","0","1","0","1","0","0","0","1","1","1","1","0","1","0"
"900301",555555,"1","1","1","1","1","1","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0"
"327300",555555,"1","0","0","1","0","1","1","0","1","0","0","0","1","0","0","1","0","0","1","1","0","1"
"419447",555555,"0","1","0","1","0","0","0","0","0","1","0","0","1","0","0","0","1","1","0","0","0","0"
"172811",555555,"0","0","1","0","1","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0"
"351642",555555,"1","0","1","1","1","1","1","0","1","0","1","1","0","0","0","1","0","1","0","0","1","0"
"952613",555555,"1","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0"
"486022",555555,"1","0","1","0","0","1","0","1","0","1","0","0","1","0","0","0","0","0","0","1","0","0"
"250099",555555,"0","1","0","0","1","1","0","1","1","0","1","0","0","0","1","1","0","1","1","1","1","1"
"206633",555555,"1","0","1","1","0","0","1","1","1","0","1","1","1","0","1","0","0","1","1","1","1","1"
"942471",555555,"1","0","1","0","1","1","0","1","0","0","0","0","1","1","0","0","1","1","0","1","1","1"
"832673",555555,"1","1","1","0","0","1","1","1","1","1","1","0","1","0","1","1","0","1","0","1","0","1"
"689280",555555,"0","0","1","1","0","0","1","0","1","1","1","1","0","0","0","1","1","1","1","1","1","0"
"532659",555555,"1","0","0","1","0","1","0","0","1","0","0","0","1","1","1","0","1","0","1","0","1","0"
"825820",555555,"1","1","1","0","1","0","0","0","1","0","1","1","1","1","0","0","0","1","0","1","1","1"
"865502",555555,"1","0","1","1","1","1","0","1","1","1","1","1","1","0","1","1","0","1","1","0","0","1"
"901949",555555,"0","0","0","0","0","0","0","1","1","0","1","0","1","0","0","0","1","0","1","1","1","1"
"993327",555555,"1","0","1","1","1","0","1","1","1","1","1","0","1","1","1","1","0","0","0","1","1","1"
"175842",555555,"0","1","1","1","1","1","0","1","0","1","0","0","0","0","1","1","0","1","1","1","1","1"
"886152",555555,"1","0","1","1","1","0","1","0","0","1","0","0","1","0","0","0","1","1","1","1","1","0"
"949655",555555,"1","0","0","0","1","0","1","1","1","1","0","0","1","1","0","0","1","1","0","0","1","1"
"742698",555555,"1","0","0","0","1","0","0","0","0","1","1","0","1","1","0","0","0","0","0","1","0","0"
"434229",555555,"0","0","1","0","1","0","0","1","1","1","1","0","1","1","0","1","0","0","1","1","0","0"
"845693",555555,"1","1","1","1","1","0","1","1","1","1","0","1","0","1","0","1","1","1","1","1","1","0"
"558540",555555,"0","0","1","0","1","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0"
"752416",555555,"1","0","1","0","1","0","1","1","0","0","0","0","1","1","1","0","1","1","0","0","1","0"
"715969",555555,"0","1","0","1","1","0","0","1","0","0","0","1","1","1","0","0","1","1","0","0","1","0"
"107732",555555,"1","1","1","1","0","1","1","0","1","0","1","1","0","1","0","0","0","0","1","1","1","1"
"928672",555555,"0","1","0","1","0","1","1","0","0","0","1","0","0","0","1","0","1","1","0","0","1","1"
"314740",555555,"0","0","0","0","0","1","0","0","1","0","1","1","0","1","1","0","1","0","0","1","1","0"
"197398",555555,"1","1","1","0","0","1","1","0","0","0","0","1","0","0","0","0","1","1","1","0","0","0"
"881539",555555,"1","1","1","0","0","0","0","0","0","1","0","1","0","1","0","0","0","1","1","0","1","0"
"644388",555555,"0","1","0","1","0","0","1","1","1","0","0","1","0","0","1","0","0","1","0","1","1","0"
"388055",555555,"0","0","0","1","1","1","0","0","0","1","1","1","1","1","1","0","1","1","1","0","1","0"
"961743",555555,"1","1","1","0","0","0","1","1","0","0","1","0","0","0","1","0","0","0","1","0","0","1"
"529915",555555,"1","1","0","1","1","1","0","1","1","1","0","0","1","0","0","0","1","1","0","0","0","1"
"609640",555555,"1","0","0","1","0","1","1","0","1","1","0","1","1","1","1","1","1","0","0","0","0","0"
"800918",555555,"1","0","1","1","0","0","0","0","0","0","0","0","1","1","0","0","1","1","1","0","0","1"
"717340",555555,"1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1","0","0"
"540900",555555,"0","1","0","1","1","1","1","1","1","0","0","1","1","1","1","0","1","0","1","1","1","0"
"140685",555555,"0","1","1","0","0","0","1","1","1","0","0","1","0","0","1","0","1","1","1","1","1","0"
"735687",555555,"0","1","0","0","1","1","0","0","1","1","1","0","1","1","1","1","1","1","0","0","0","1"
"971070",555555,"1","1","0","1","0","0","0","1","0","1","0","0","0","0","0","0","1","1","1","0","1","1"
"357334",555555,"1","1","1","0","0","0","0","0","1","0","0","0","0","1","1","1","0","0","0","1","0","1"
"606525",555555,"0","1","1","0","1","0","0","1","1","1","0","1","0","0","0","1","0","1","0","1","1","1"
"800706",555555,"1","0","0","0","1","1","0","1","1","1","1","0","0","0","1","1","1","1","1","1","1","1"
"751347",555555,"1","1","1","0","1","0","0","1","0","0","1","0","1","1","1","0","1","0","0","0","0","1"
"446637",555555,"0","1","0","0","1","1","1","1","0","1","0","1","1","1","1","0","1","0","1","1","0","1"
"824740",555555,"0","1","0","0","0","0","0","1","0","1","1","0","1","1","0","0","1","0","1","0","0","1"
"759201",555555,"1","0","0","0","0","1","1","0","0","0","0","1","1","1","0","0","0","1","0","0","0","1"
"579994",555555,"1","0","1","1","0","0","1","1","0","0","1","0","1","1","1","0","1","0","0","1","0","1"
"987643",555555,"0","1","0","0","0","0","1","0","1","1","0","1","0","0","1","1","1","0","0","1","0","1"
"872058",555555,"1","0","1","0","1","0","1","1","1","0","1","0","1","1","1","0","0","0","1","0","0","1"
"209194",555555,"0","0","0","1","1","1","0","1","1","0","1","1","1","1","0","0","0","1","0","0","1","0"
"433082",555555,"1","0","0","1","1","1","1","0","0","1","1","1","1","1","0","1","1","0","1","0","1","0"
"388409",555555,"1","1","1","1","1","1","0","1","1","0","1","0","0","1","0","0","0","1","0","1","1","0"
"143961",555555,"1","1","1","1","0","1","1","1","1","1","0","0","0","0","0","0","0","1","1","1","0","1"
"297575",555555,"0","1","1","1","1","1","1","0","0","0","0","0","0","1","1","0","0","1","1","0","1","0"
"631288",555555,"1","1","1","0","0","1","0","1","0","1","1","0","0","1","1","1","0","1","1","1","0","1"
"557879",555555,"0","1","1","0","1","0","0","1","1","1","1","0","0","0","1","1","1","0","1","0","0","1"
"203073",555555,"0","1","0","1","1","1","1","1","0","1","1","0","0","1","0","1","0","1","1","0","1","1"
"892872",555555,"1","0","1","1","0","0","1","1","1","1","0","0","0","0","1","0","1","0","0","1","1","1"
"726948",555555,"0","1","0","1","0","1","0","0","0","1","1","0","1","0","0","1","1","0","1","1","0","0"
"395839",555555,"1","0","0","0","0","0","1","1","0","1","0","0","1","1","0","1","1","0","0","1","1","0"
"181074",555555,"0","1","0","0","1","1","0","1","1","0","0","0","0","0","1","0","1","1","0","0","0","1"
"486379",555555,"0","0","0","1","1","0","0","0","0","0","0","1","1","1","0","0","1","1","0","0","1","1"
"163682",555555,"1","0","1","0","0","1","0","0","1","1","1","1","0","1","1","1","1","0","1","1","1","0"
"352096",555555,"1","0","0","0","0","1","1","0","1","0","0","0","1","0","1","1","1","1","0","1","1","0"
"709567",555555,"1","0","0","1","1","1","0","0","1","0","0","0","1","0","0","0","1","1","1","0","0","1"
"466668",555555,"0","1","1","1","0","1","0","0","1","1","1","1","0","0","1","1","0","0","0","0","1","1"
"532563",555555,"1","1","1","1","1","0","1","1","1","0","1","0","0","1","0","1","1","1","0","0","0","1"
"291629",555555,"1","0","0","1","1","0","1","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0"
"176134",555555,"0","0","0","1","1","1","0","0","0","1","1","1","0","1","0","0","1","1","1","1","0","0"
"373980",555555,"0","0","0","1","1","0","1","0","1","0","0","1","1","0","0","0","0","1","0","1","0","0"
"180853",555555,"1","1","0","1","1","1","1","1","0","1","1","1","0","1","1","0","0","0","1","1","0","1"
"481902",555555,"1","0","0","1","1","1","0","1","1","1","0","1","0","0","0","0","0","1","1","0","0","0"
"320098",555555,"0","1","0","0","0","1","1","0","1","0","1","0","1","1","1","0","1","1","0","1","1","1"
"623675",555555,"0","1","1","1","0","0","1","1","1","1","0","1","0","0","1","1","0","0","1","0","0","0"
"887734",555555,"0","1","1","0","1","0","0","1","1","1","1","1","0","1","1","0","0","1","0","0","0","1"
"877957",555555,"0","1","1","1","1","1","0","0","0","1","1","1","1","1","0","0","0","1","1","1","1","0"
"905654",555555,"0","1","1","1","0","0","0","1","0","0","1","0","1","1","1","1","0","1","1","0","0","1"
"350478",555555,"1","0","1","0","1","0","1","1","1","0","0","0","1","1","0","0","0","0","1","1","0","1"
"915830",555555,"1","0","0","1","0","1","0","0","0","1","0","0","1","0","0","1","0","0","0","1","1","0"
"239326",555555,"1","1","1","0","1","0","0","0","1","0","1","0","0","1","1","0","1","0","1","0","1","0"
"862513",555555,"0","1","1","1","0","0","1","0","0","0","0","0","1","0","1","0","1","1","1","0","0","1"
"816629",555555,"1","0","1","1","0","0","0","1","0","1","0","0","1","0","1","1","1","1","1","1","0","0"
"532801",555555,"0","0","1","0","1","0","1","1","0","1","0","0","0","0","1","1","0","0","0","1","0","1"
"664203",555555,"1","1","0","1","0","1","1","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1"
"449543",555555,"1","1","0","0","1","1","0","0","1","0","1","0","1","1","0","1","0","1","0","1","1","1"
"344213",555555,"1","1","0","1","0","0","1","1","0","1","0","0","0","1","1","1","0","0","1","1","0","1"
"414277",555555,"1","0","0","0","0","0","0","0","1","1","1","0","1","1","0","1","0","1","1","1","0","0"
"928947",555555,"0","1","1","0","1","0","0","0","1","1","0","0","1","1","1","1","0","0","0","1","0","0"
"378685",555555,"1","0","0","1","0","1","1","0","1","0","0","1","0","0","0","1","1","1","0","0","0","0"
"640741",555555,"1","1","0","1","1","0","1","1","0","0","1","0","0","0","0","0","0","0","1","1","0","1"
"116544",555555,"0","0","0","0","0","1","1","1","1","0","1","1","0","1","1","0","0","0","0","0","1","1"
"336879",555555,"0","1","1","0","1","0","1","1","0","0","0","0","1","0","0","0","0","1","1","0","0","1"
"243032",555555,"1","1","1","1","1","0","0","1","1","1","0","1","1","0","0","1","1","0","0","0","0","1"
"920919",555555,"0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","1","0","0","1","1","0","0"
"423605",555555,"1","0","1","1","1","0","0","0","1","1","1","1","1","0","1","0","0","0","1","0","1","1"
"720365",555555,"1","1","1","0","1","0","1","1","0","1","1","1","1","0","0","1","1","0","0","1","1","0"
"476894",555555,"1","1","0","1","1","1","1","0","0","1","0","1","0","1","0","1","0","1","0","0","1","1"
"769342",555555,"0","0","0","0","0","1","0","1","1","0","0","0","1","0","0","1","1","1","0","0","0","1"
"707421",555555,"0","0","1","0","1","1","1","0","1","0","0","0","0","1","0","1","1","0","1","1","1","1"
"478123",555555,"0","1","0","1","1","1","1","1","1","1","1","1","0","1","0","1","1","0","0","1","0","0"
"331611",555555,"1","1","1","1","0","0","1","0","0","0","1","0","1","1","0","0","0","0","1","1","0","0"
"455143",555555,"1","1","1","0","1","0","0","1","1","0","1","1","1","1","0","1","1","0","0","0","1","1"
"894345",555555,"1","0","0","1","1","1","0","0","1","1","1","0","0","0","0","0","0","1","0","1","1","1"
"814148",555555,"0","1","1","0","1","1","1","0","1","0","1","1","0","1","1","0","0","0","1","1","0","0"
"759826",555555,"1","1","0","1","1","0","0","0","0","0","1","0","1","1","1","0","1","1","1","1","1","1"
"943970",555555,"0","0","1","0","1","0","0","0","0","1","1","0","1","0","1","0","0","1","0","1","0","1"
"625507",555555,"0","1","1","1","0","0","0","0","1","0","0","1","1","1","1","0","1","0","1","0","1","0"
"301132",555555,"0","0","1","1","0","0","0","0","0","1","1","0","1","0","1","0","1","1","1","1","1","0"
"608729",555555,"0","1","1","0","0","1","0","0","1","1","0","1","0","0","1","1","1","1","0","0","1","0"
"138694",555555,"0","0","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","1","1","1","1"
"913341",555555,"0","1","0","1","0","0","0","1","1","0","1","0","0","1","1","1","1","1","1","0","1","1"
"865618",555555,"0","0","0","0","1","0","0","1","0","1","1","0","1","0","1","0","0","0","0","0","0","1"
"165446",555555,"0","1","0","0","1","1","1","0","1","0","0","0","0","1","1","1","0","1","0","1","0","1"
"794573",555555,"1","0","0","0","1","1","1","0","0","0","0","1","1","1","1","0","1","0","1","1","0","0"
"672373",555555,"0","0","1","0","0","0","0","1","1","0","1","0","0","0","1","0","0","1","1","0","0","0"
"334060",555555,"1","0","1","0","1","1","1","0","1","0","0","1","1","1","0","0","1","1","0","0","1","1"
"951509",555555,"0","0","0","1","1","1","1","0","1","1","1","0","0","0","0","0","0","0","1","1","1","0"
"167017",555555,"1","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","1","0","1","1"
"478921",555555,"0","0","0","1","1","1","1","1","0","0","1","0","1","0","1","0","0","0","0","1","0","1"
"281029",555555,"0","0","0","0","1","0","1","1","1","0","0","1","0","1","1","0","0","1","0","1","0","0"
"956147",555555,"1","1","1","1","0","0","1","1","1","1","1","1","0","1","1","0","1","1","1","0","0","0"
"967133",555555,"0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","1"
"909634",555555,"1","0","1","0","1","0","0","0","0","0","0","1","0","0","0","1","1","1","0","1","0","0"
"175851",555555,"0","0","1","1","1","0","1","1","1","0","1","0","0","1","0","0","0","0","1","0","1","0"
"762289",555555,"1","0","0","1","1","1","1","1","1","0","1","1","1","1","0","0","1","1","1","1","0","0"
"898615",555555,"0","1","0","0","1","1","0","0","1","1","0","1","0","1","0","0","1","1","0","0","1","0"
"141077",555555,"0","1","0","1","1","0","0","1","1","1","0","0","0","1","1","0","0","0","0","0","1","1"
"583630",555555,"1","1","0","1","1","1","1","0","0","1","0","0","1","1","0","0","1","1","0","1","0","1"
"852462",555555,"1","0","1","1","0","0","0","1","0","1","1","0","0","1","0","1","1","1","0","1","1","0"
"573030",555555,"1","1","0","0","0","0","1","0","0","1","1","0","0","1","1","0","1","1","1","0","1","0"
"835690",555555,"1","0","0","0","1","1","0","1","0","0","1","1","1","1","1","0","0","0","0","0","0","0"
"882561",555555,"1","1","1","1","1","1","0","1","0","0","1","1","1","1","0","1","0","0","0","0","1","0"
"355127",555555,"1","0","1","1","0","1","1","1","1","0","0","1","1","1","1","0","1","1","0","1","1","1"
"460599",555555,"1","0","1","1","0","1","1","0","0","1","0","1","1","1","0","1","0","1","0","0","0","1"
"996666",555555,"1","1","1","0","1","0","0","0","1","1","0","0","0","0","0","1","0","1","0","0","1","0"
"552447",555555,"0","0","1","0","0","1","0","1","0","1","1","1","1","0","0","0","1","1","1","0","1","1"
"248018",555555,"1","1","1","1","0","1","1","0","1","0","0","1","1","0","0","1","1","0","0","1","1","0"
"448089",555555,"0","0","1","0","1","1","1","0","0","1","1","0","0","1","1","0","1","0","1","0","0","0"
"468766",555555,"1","1","1","1","0","1","1","1","0","1","1","0","1","0","0","0","0","1","0","0","0","0"
"274812",555555,"1","0","1","1","0","0","0","0","1","1","1","1","0","0","0","0","1","0","0","1","1","1"
"610344",555555,"0","1","0","1","1","0","0","1","1","1","1","1","1","1","1","0","1","0","0","0","1","0"
"792052",555555,"0","1","0","0","1","0","1","1","1","0","0","1","0","1","0","0","1","1","0","1","1","0"
"833633",555555,"0","1","0","1","1","0","1","0","1","1","0","1","1","1","1","0","0","0","0","0","0","1"
"284984",555555,"0","0","0","0","1","1","1","0","0","0","0","0","0","0","1","0","0","0","1","1","0","1"
"371102",555555,"0","0","1","0","1","0","1","1","0","0","1","0","0","0","1","1","1","1","1","1","0","0"
"555427",555555,"1","1","1","1","1","0","0","1","0","1","1","1","1","1","0","1","1","0","0","0","0","1"
"624169",555555,"1","1","1","1","1","1","1","0","0","0","1","1","0","1","1","1","0","0","1","0","1","0"
"906238",555555,"0","1","0","0","0","1","1","0","1","0","1","0","0","1","0","0","0","1","0","0","0","0"
"971091",555555,"1","0","1","1","1","1","1","0","0","1","0","0","1","1","1","1","1","0","1","1","1","0"
"959573",555555,"0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","1","0","0","1","0","0","1"
"346958",555555,"0","0","0","0","1","1","1","0","0","1","0","0","0","1","1","1","1","0","0","1","1","1"
"725942",555555,"0","1","1","1","1","1","1","0","1","0","1","0","0","0","1","1","0","1","0","0","1","0"
"724869",555555,"0","1","1","1","0","0","1","1","1","0","1","1","1","1","0","1","1","0","1","0","0","0"
"832974",555555,"0","1","0","1","1","1","1","0","0","0","1","0","0","1","1","1","1","1","1","0","1","0"
"392552",555555,"0","1","0","1","1","1","1","0","0","0","1","1","0","1","0","0","0","1","1","0","1","0"
"203915",555555,"0","0","0","0","1","0","0","0","0","0","0","0","1","1","1","1","1","0","0","0","1","0"
"612221",555555,"0","1","0","1","0","1","0","1","0","1","0","0","0","1","1","0","0","1","1","0","0","1"
"174550",555555,"1","0","0","0","0","1","0","1","0","0","0","0","1","1","0","1","0","0","0","1","0","0"
"698565",555555,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","0"
"219779",555555,"1","1","0","0","1","0","0","1","0","0","0","0","0","1","0","1","0","0","1","1","1","0"
